204 	 20 	 60 	 12 	 21  	 1.681 	 60.0
205 	 13 	 20 	 14 	 41  	 2.426 	 41.0
206 	 13 	 40 	 15 	 35  	 0.248 	 40.0
207 	 14 	 36 	 12 	 41  	 1.855 	 41.0
208 	 13 	 46 	 12 	 20  	 1.034 	 46.0
209 	 16 	 59 	 12 	 23  	 0.137 	 59.0
210 	 25 	 40 	 17 	 38  	 3.355 	 40.0
211 	 15 	 17 	 14 	 47  	 3.126 	 47.0
212 	 26 	 44 	 17 	 39  	 3.049 	 44.0
213 	 13 	 28 	 12 	 20  	 3.341 	 28.0
214 	 16 	 39 	 13 	 22  	 2.806 	 39.0
215 	 24 	 56 	 17 	 41  	 1.304 	 56.0
216 	 19 	 25 	 16 	 53  	 2.572 	 53.0
217 	 18 	 46 	 17 	 48  	 0.285 	 48.0
218 	 13 	 23 	 13 	 48  	 0.398 	 48.0
219 	 22 	 53 	 12 	 35  	 0.096 	 53.0
220 	 25 	 53 	 17 	 53  	 0.322 	 53.0
221 	 16 	 55 	 16 	 31  	 0.271 	 55.0
222 	 16 	 45 	 13 	 43  	 2.372 	 45.0
223 	 19 	 56 	 12 	 36  	 1.911 	 56.0
224 	 29 	 43 	 13 	 34  	 3.053 	 43.0
225 	 22 	 26 	 14 	 43  	 3.301 	 43.0
226 	 19 	 53 	 16 	 25  	 2.572 	 53.0
227 	 19 	 45 	 13 	 42  	 0.721 	 45.0
228 	 20 	 34 	 15 	 34  	 3.078 	 34.0
229 	 30 	 60 	 14 	 54  	 0.783 	 60.0
230 	 28 	 42 	 15 	 37  	 3.231 	 42.0
231 	 22 	 37 	 13 	 47  	 0.851 	 47.0
232 	 18 	 37 	 17 	 56  	 0.16 	 56.0
233 	 19 	 36 	 14 	 28  	 3.142 	 36.0
234 	 28 	 42 	 16 	 56  	 1.681 	 56.0
235 	 24 	 60 	 14 	 28  	 1.931 	 60.0
236 	 27 	 53 	 16 	 53  	 0.429 	 53.0
237 	 15 	 13 	 13 	 52  	 3.464 	 52.0
238 	 24 	 55 	 15 	 24  	 3.264 	 55.0
239 	 28 	 38 	 12 	 34  	 3.086 	 38.0
240 	 12 	 14 	 13 	 46  	 2.803 	 46.0
241 	 19 	 15 	 12 	 60  	 2.984 	 60.0
242 	 24 	 52 	 16 	 47  	 0.566 	 52.0
243 	 24 	 48 	 14 	 27  	 3.074 	 48.0
244 	 21 	 36 	 12 	 55  	 0.926 	 55.0
245 	 18 	 23 	 15 	 57  	 2.075 	 57.0
246 	 16 	 36 	 15 	 55  	 1.319 	 55.0
247 	 13 	 26 	 15 	 39  	 1.731 	 39.0
248 	 19 	 39 	 17 	 57  	 0.049 	 57.0
249 	 26 	 54 	 12 	 33  	 1.219 	 54.0
250 	 28 	 53 	 12 	 38  	 0.937 	 53.0
251 	 19 	 53 	 15 	 31  	 1.166 	 53.0
252 	 21 	 60 	 16 	 38  	 0.145 	 60.0
253 	 19 	 45 	 12 	 34  	 0.22 	 45.0
254 	 28 	 39 	 15 	 45  	 2.752 	 45.0
255 	 12 	 13 	 14 	 56  	 2.598 	 56.0
256 	 16 	 18 	 13 	 53  	 2.344 	 53.0
257 	 19 	 55 	 15 	 41  	 0.981 	 55.0
258 	 16 	 44 	 17 	 37  	 0.946 	 44.0
259 	 25 	 29 	 12 	 43  	 2.774 	 43.0
260 	 17 	 39 	 17 	 57  	 0.761 	 57.0
261 	 14 	 36 	 12 	 48  	 3.355 	 48.0
262 	 24 	 58 	 14 	 32  	 1.407 	 58.0
263 	 19 	 48 	 17 	 37  	 1.433 	 48.0
264 	 15 	 21 	 12 	 34  	 2.964 	 34.0
265 	 26 	 56 	 12 	 40  	 0.248 	 56.0
266 	 19 	 50 	 15 	 28  	 2.019 	 50.0
267 	 15 	 39 	 16 	 48  	 0.869 	 48.0
268 	 23 	 25 	 12 	 60  	 1.496 	 60.0
269 	 21 	 24 	 12 	 54  	 1.788 	 54.0
270 	 21 	 52 	 13 	 41  	 0.879 	 52.0
271 	 16 	 29 	 14 	 55  	 0.19 	 55.0
272 	 27 	 43 	 13 	 53  	 0.438 	 53.0
273 	 18 	 44 	 13 	 53  	 3.035 	 53.0
274 	 12 	 57 	 12 	 23  	 2.173 	 57.0
275 	 18 	 18 	 13 	 52  	 2.931 	 52.0
276 	 15 	 47 	 17 	 25  	 2.323 	 47.0
277 	 24 	 48 	 12 	 42  	 0.069 	 48.0
278 	 13 	 60 	 17 	 38  	 3.386 	 60.0
279 	 20 	 30 	 15 	 35  	 3.431 	 35.0
280 	 18 	 30 	 17 	 52  	 1.833 	 52.0
281 	 28 	 23 	 13 	 57  	 3.329 	 57.0
282 	 18 	 26 	 15 	 50  	 2.116 	 50.0
283 	 21 	 55 	 14 	 25  	 2.254 	 55.0
284 	 19 	 57 	 16 	 45  	 1.506 	 57.0
285 	 25 	 47 	 12 	 32  	 1.918 	 47.0
286 	 19 	 18 	 13 	 56  	 2.85 	 56.0
287 	 17 	 53 	 16 	 27  	 1.67 	 53.0
288 	 14 	 49 	 17 	 31  	 0.549 	 49.0
289 	 29 	 49 	 14 	 56  	 0.172 	 56.0
290 	 30 	 45 	 13 	 53  	 0.816 	 53.0
291 	 17 	 49 	 13 	 21  	 2.275 	 49.0
292 	 19 	 41 	 16 	 37  	 1.941 	 41.0
293 	 29 	 37 	 17 	 48  	 3.329 	 48.0
294 	 25 	 56 	 13 	 45  	 0.823 	 56.0
295 	 29 	 33 	 13 	 60  	 1.679 	 60.0
296 	 22 	 53 	 13 	 56  	 3.447 	 56.0
297 	 19 	 26 	 13 	 36  	 3.142 	 36.0
298 	 21 	 59 	 17 	 47  	 0.837 	 59.0
299 	 15 	 46 	 12 	 38  	 2.78 	 46.0
300 	 27 	 60 	 14 	 27  	 2.645 	 60.0
301 	 18 	 25 	 12 	 51  	 1.028 	 51.0
302 	 21 	 32 	 12 	 49  	 0.709 	 49.0
303 	 22 	 52 	 15 	 46  	 0.317 	 52.0
304 	 17 	 42 	 16 	 27  	 2.762 	 42.0
305 	 18 	 27 	 14 	 36  	 3.074 	 36.0
306 	 21 	 50 	 17 	 47  	 0.348 	 50.0
307 	 17 	 59 	 17 	 46  	 2.46 	 59.0
308 	 26 	 41 	 13 	 52  	 0.623 	 52.0
309 	 13 	 16 	 13 	 46  	 2.576 	 46.0
310 	 14 	 30 	 15 	 25  	 3.36 	 30.0
311 	 22 	 45 	 16 	 36  	 2.329 	 45.0
312 	 16 	 28 	 12 	 48  	 0.069 	 48.0
313 	 12 	 30 	 15 	 35  	 1.098 	 35.0
314 	 16 	 14 	 15 	 60  	 3.431 	 60.0
315 	 17 	 40 	 12 	 29  	 1.245 	 40.0
316 	 14 	 49 	 15 	 43  	 3.102 	 49.0
317 	 19 	 44 	 12 	 49  	 2.525 	 49.0
318 	 20 	 23 	 14 	 49  	 2.906 	 49.0
319 	 23 	 41 	 13 	 50  	 0.075 	 50.0
320 	 23 	 55 	 12 	 33  	 0.355 	 55.0
321 	 21 	 51 	 15 	 24  	 3.045 	 51.0
322 	 16 	 48 	 16 	 54  	 3.194 	 54.0
323 	 21 	 42 	 16 	 59  	 0.444 	 59.0
324 	 14 	 25 	 16 	 38  	 2.69 	 38.0
325 	 16 	 37 	 16 	 52  	 0.585 	 52.0
326 	 27 	 53 	 16 	 46  	 1.287 	 53.0
327 	 16 	 43 	 14 	 20  	 3.092 	 43.0
328 	 28 	 31 	 12 	 54  	 1.949 	 54.0
329 	 14 	 36 	 14 	 44  	 1.151 	 44.0
330 	 21 	 56 	 13 	 47  	 2.71 	 56.0
331 	 17 	 38 	 16 	 47  	 0.365 	 47.0
332 	 29 	 50 	 16 	 34  	 3.267 	 50.0
333 	 22 	 53 	 17 	 50  	 0.155 	 53.0
334 	 18 	 54 	 17 	 24  	 2.696 	 54.0
335 	 15 	 24 	 12 	 44  	 1.064 	 44.0
336 	 30 	 41 	 12 	 58  	 0.325 	 58.0
337 	 29 	 58 	 12 	 55  	 2.236 	 58.0
338 	 27 	 23 	 12 	 57  	 2.885 	 57.0
339 	 15 	 40 	 13 	 44  	 2.095 	 44.0
340 	 30 	 35 	 17 	 59  	 2.882 	 59.0
341 	 16 	 60 	 15 	 36  	 2.069 	 60.0
342 	 15 	 15 	 13 	 48  	 3.239 	 48.0
343 	 29 	 48 	 16 	 36  	 3.207 	 48.0
344 	 12 	 40 	 15 	 31  	 0.042 	 40.0
345 	 12 	 17 	 16 	 57  	 1.884 	 57.0
346 	 26 	 37 	 12 	 43  	 1.832 	 43.0
347 	 20 	 40 	 14 	 38  	 1.502 	 40.0
348 	 21 	 16 	 12 	 60  	 3.121 	 60.0
349 	 28 	 49 	 13 	 47  	 0.604 	 49.0
350 	 13 	 44 	 15 	 32  	 0.29 	 44.0
351 	 15 	 30 	 16 	 52  	 0.431 	 52.0
352 	 17 	 45 	 14 	 32  	 0.881 	 45.0
353 	 24 	 40 	 13 	 52  	 0.264 	 52.0
354 	 17 	 54 	 15 	 37  	 0.904 	 54.0
355 	 27 	 46 	 14 	 34  	 2.793 	 46.0
356 	 12 	 18 	 13 	 31  	 3.354 	 31.0
357 	 22 	 46 	 14 	 38  	 1.256 	 46.0
358 	 15 	 37 	 17 	 26  	 3.158 	 37.0
359 	 23 	 40 	 14 	 54  	 0.223 	 54.0
360 	 18 	 42 	 13 	 33  	 1.008 	 42.0
361 	 23 	 44 	 12 	 51  	 1.199 	 51.0
362 	 15 	 21 	 12 	 34  	 2.964 	 34.0
363 	 25 	 34 	 14 	 39  	 3.142 	 39.0
364 	 21 	 34 	 15 	 43  	 2.29 	 43.0
365 	 17 	 54 	 14 	 21  	 2.166 	 54.0
366 	 29 	 52 	 17 	 33  	 3.45 	 52.0
367 	 28 	 43 	 17 	 45  	 2.866 	 45.0
368 	 19 	 45 	 16 	 31  	 2.342 	 45.0
369 	 18 	 44 	 15 	 53  	 1.706 	 53.0
370 	 24 	 57 	 16 	 40  	 0.994 	 57.0
371 	 20 	 35 	 16 	 34  	 3.212 	 35.0
372 	 15 	 33 	 13 	 58  	 2.884 	 58.0
373 	 19 	 21 	 15 	 51  	 3.173 	 51.0
374 	 26 	 31 	 16 	 58  	 2.609 	 58.0
375 	 15 	 48 	 15 	 27  	 1.171 	 48.0
376 	 14 	 56 	 16 	 40  	 3.069 	 56.0
377 	 14 	 32 	 17 	 36  	 2.091 	 36.0
378 	 20 	 43 	 14 	 60  	 2.283 	 60.0
379 	 12 	 23 	 12 	 43  	 0.063 	 43.0
380 	 30 	 49 	 17 	 57  	 1.455 	 57.0
381 	 14 	 24 	 17 	 47  	 2.192 	 47.0
382 	 30 	 31 	 12 	 41  	 3.4 	 41.0
383 	 26 	 32 	 15 	 55  	 2.418 	 55.0
384 	 14 	 33 	 17 	 31  	 2.633 	 33.0
385 	 18 	 31 	 16 	 53  	 1.226 	 53.0
386 	 20 	 54 	 17 	 35  	 1.372 	 54.0
387 	 14 	 21 	 12 	 52  	 0.431 	 52.0
388 	 17 	 44 	 17 	 56  	 1.595 	 56.0
389 	 21 	 48 	 15 	 31  	 2.207 	 48.0
390 	 29 	 50 	 16 	 47  	 1.866 	 50.0
391 	 28 	 42 	 14 	 39  	 2.752 	 42.0
392 	 15 	 49 	 14 	 23  	 1.564 	 49.0
393 	 29 	 34 	 13 	 57  	 1.79 	 57.0
394 	 20 	 35 	 12 	 29  	 2.702 	 35.0
395 	 15 	 37 	 16 	 58  	 2.011 	 58.0
396 	 14 	 29 	 13 	 46  	 0.399 	 46.0
397 	 28 	 33 	 16 	 58  	 2.659 	 58.0
398 	 25 	 31 	 13 	 40  	 3.116 	 40.0
399 	 16 	 59 	 16 	 33  	 0.674 	 59.0
400 	 24 	 27 	 16 	 51  	 3.345 	 51.0
401 	 14 	 57 	 17 	 37  	 1.93 	 57.0
402 	 18 	 46 	 12 	 24  	 1.82 	 46.0
403 	 21 	 52 	 13 	 34  	 0.455 	 52.0
404 	 20 	 30 	 12 	 50  	 0.681 	 50.0
405 	 15 	 29 	 17 	 59  	 0.221 	 59.0
406 	 17 	 50 	 14 	 28  	 1.049 	 50.0
407 	 25 	 34 	 12 	 60  	 0.131 	 60.0
408 	 24 	 53 	 15 	 26  	 3.103 	 53.0
409 	 14 	 33 	 13 	 27  	 2.035 	 33.0
410 	 16 	 30 	 12 	 35  	 1.462 	 35.0
411 	 23 	 51 	 13 	 54  	 2.28 	 54.0
412 	 24 	 48 	 13 	 38  	 1.085 	 48.0
413 	 12 	 21 	 15 	 45  	 1.681 	 45.0
414 	 28 	 28 	 16 	 58  	 3.306 	 58.0
415 	 20 	 35 	 14 	 59  	 0.444 	 59.0
416 	 26 	 58 	 16 	 43  	 0.936 	 58.0
417 	 15 	 48 	 17 	 25  	 2.225 	 48.0
418 	 16 	 45 	 12 	 36  	 1.506 	 45.0
419 	 21 	 43 	 14 	 35  	 1.812 	 43.0
420 	 21 	 37 	 16 	 38  	 2.746 	 38.0
421 	 23 	 35 	 13 	 35  	 2.834 	 35.0
422 	 20 	 54 	 13 	 22  	 2.362 	 54.0
423 	 19 	 41 	 15 	 50  	 0.262 	 50.0
424 	 19 	 60 	 12 	 22  	 1.142 	 60.0
425 	 26 	 31 	 13 	 55  	 1.887 	 55.0
426 	 20 	 47 	 13 	 43  	 0.842 	 47.0
427 	 12 	 42 	 14 	 22  	 1.431 	 42.0
428 	 27 	 52 	 15 	 42  	 1.538 	 52.0
429 	 16 	 34 	 17 	 28  	 3.431 	 34.0
430 	 25 	 28 	 14 	 59  	 2.211 	 59.0
431 	 21 	 60 	 16 	 45  	 1.105 	 60.0
432 	 12 	 40 	 16 	 20  	 2.764 	 40.0
433 	 29 	 34 	 16 	 53  	 3.047 	 53.0
434 	 30 	 29 	 14 	 57  	 2.995 	 57.0
435 	 24 	 31 	 17 	 51  	 3.056 	 51.0
436 	 17 	 37 	 13 	 54  	 2.11 	 54.0
437 	 14 	 33 	 15 	 28  	 2.531 	 33.0
438 	 12 	 13 	 12 	 60  	 1.514 	 60.0
439 	 22 	 31 	 17 	 47  	 3.035 	 47.0
440 	 22 	 24 	 15 	 59  	 2.64 	 59.0
441 	 14 	 48 	 13 	 30  	 0.981 	 48.0
442 	 19 	 49 	 16 	 39  	 0.645 	 49.0
443 	 15 	 17 	 12 	 39  	 3.248 	 39.0
444 	 19 	 20 	 12 	 53  	 2.282 	 53.0
445 	 20 	 35 	 13 	 42  	 1.277 	 42.0
446 	 13 	 18 	 16 	 43  	 3.21 	 43.0
447 	 21 	 59 	 17 	 43  	 0.175 	 59.0
448 	 27 	 48 	 13 	 45  	 0.777 	 48.0
449 	 15 	 51 	 15 	 24  	 1.491 	 51.0
450 	 14 	 49 	 16 	 40  	 1.819 	 49.0
451 	 17 	 56 	 13 	 22  	 1.356 	 56.0
452 	 14 	 33 	 16 	 35  	 1.775 	 35.0
453 	 22 	 54 	 12 	 25  	 1.817 	 54.0
454 	 21 	 59 	 14 	 39  	 0.896 	 59.0
455 	 17 	 48 	 14 	 24  	 2.091 	 48.0
456 	 26 	 28 	 15 	 49  	 3.413 	 49.0
457 	 27 	 52 	 14 	 50  	 0.053 	 52.0
458 	 20 	 35 	 15 	 40  	 2.264 	 40.0
459 	 24 	 58 	 16 	 28  	 2.702 	 58.0
460 	 28 	 60 	 13 	 44  	 0.322 	 60.0
461 	 19 	 27 	 14 	 36  	 3.277 	 36.0
462 	 14 	 53 	 16 	 42  	 3.006 	 53.0
463 	 13 	 51 	 15 	 28  	 0.392 	 51.0
464 	 14 	 27 	 16 	 31  	 3.194 	 31.0
465 	 29 	 52 	 12 	 49  	 0.391 	 52.0
466 	 13 	 12 	 14 	 53  	 3.436 	 53.0
