89 	 -0.44 	 0.19 	 5.95
90 	 -0.4 	 0.16 	 5.76
91 	 -0.36 	 0.13 	 5.57
92 	 -0.32 	 0.1 	 5.38
93 	 -0.28 	 0.08 	 5.2
94 	 -0.24 	 0.06 	 5.02
95 	 -0.2 	 0.04 	 4.84
96 	 -0.16 	 0.03 	 4.67
97 	 -0.12 	 0.01 	 4.49
98 	 -0.08 	 0.01 	 4.33
99 	 -0.04 	 0.0 	 4.16
100 	 0.0 	 0.0 	 4.0
101 	 0.04 	 0.0 	 3.84
102 	 0.08 	 0.01 	 3.69
103 	 0.12 	 0.01 	 3.53
104 	 0.16 	 0.03 	 3.39
105 	 0.2 	 0.04 	 3.24
106 	 0.24 	 0.06 	 3.1
107 	 0.28 	 0.08 	 2.96
108 	 0.32 	 0.1 	 2.82
109 	 0.36 	 0.13 	 2.69
110 	 0.4 	 0.16 	 2.56
111 	 0.44 	 0.19 	 2.43
112 	 0.48 	 0.23 	 2.31
113 	 0.52 	 0.27 	 2.19
114 	 0.56 	 0.31 	 2.07
115 	 0.6 	 0.36 	 1.96
116 	 0.64 	 0.41 	 1.85
117 	 0.68 	 0.46 	 1.74
118 	 0.72 	 0.52 	 1.64
119 	 0.76 	 0.58 	 1.54
120 	 0.8 	 0.64 	 1.44
121 	 0.84 	 0.71 	 1.35
122 	 0.88 	 0.77 	 1.25
123 	 0.92 	 0.85 	 1.17
124 	 0.96 	 0.92 	 1.08
125 	 1.0 	 1.0 	 1.0
126 	 1.04 	 1.08 	 0.92
127 	 1.08 	 1.17 	 0.85
128 	 1.12 	 1.25 	 0.77
129 	 1.16 	 1.35 	 0.71
130 	 1.2 	 1.44 	 0.64
131 	 1.24 	 1.54 	 0.58
132 	 1.28 	 1.64 	 0.52
133 	 1.32 	 1.74 	 0.46
134 	 1.36 	 1.85 	 0.41
135 	 1.4 	 1.96 	 0.36
136 	 1.44 	 2.07 	 0.31
137 	 1.48 	 2.19 	 0.27
138 	 1.52 	 2.31 	 0.23
139 	 1.56 	 2.43 	 0.19
140 	 1.6 	 2.56 	 0.16
141 	 1.64 	 2.69 	 0.13
142 	 1.68 	 2.82 	 0.1
143 	 1.72 	 2.96 	 0.08
144 	 1.76 	 3.1 	 0.06
145 	 1.8 	 3.24 	 0.04
146 	 1.84 	 3.39 	 0.03
147 	 1.88 	 3.53 	 0.01
148 	 1.92 	 3.69 	 0.01
149 	 1.96 	 3.84 	 0.0
150 	 2.0 	 4.0 	 0.0
151 	 2.04 	 4.16 	 0.0
152 	 2.08 	 4.33 	 0.01
153 	 2.12 	 4.49 	 0.01
154 	 2.16 	 4.67 	 0.03
155 	 2.2 	 4.84 	 0.04
156 	 2.24 	 5.02 	 0.06
157 	 2.28 	 5.2 	 0.08
158 	 2.32 	 5.38 	 0.1
159 	 2.36 	 5.57 	 0.13
160 	 2.4 	 5.76 	 0.16
161 	 2.44 	 5.95 	 0.19
162 	 2.48 	 6.15 	 0.23
163 	 2.52 	 6.35 	 0.27
164 	 2.56 	 6.55 	 0.31
165 	 2.6 	 6.76 	 0.36
166 	 2.64 	 6.97 	 0.41
167 	 2.68 	 7.18 	 0.46
168 	 2.72 	 7.4 	 0.52
169 	 2.76 	 7.62 	 0.58
170 	 2.8 	 7.84 	 0.64
171 	 2.84 	 8.07 	 0.71
172 	 2.88 	 8.29 	 0.77
173 	 2.92 	 8.53 	 0.85
174 	 2.96 	 8.76 	 0.92
175 	 3.0 	 9.0 	 1.0
176 	 3.04 	 9.24 	 1.08
177 	 3.08 	 9.49 	 1.17
178 	 3.12 	 9.73 	 1.25
179 	 3.16 	 9.99 	 1.35
180 	 3.2 	 10.24 	 1.44
181 	 3.24 	 10.5 	 1.54
182 	 3.28 	 10.76 	 1.64
183 	 3.32 	 11.02 	 1.74
184 	 3.36 	 11.29 	 1.85
185 	 3.4 	 11.56 	 1.96
186 	 3.44 	 11.83 	 2.07
187 	 3.48 	 12.11 	 2.19
188 	 3.52 	 12.39 	 2.31
189 	 3.56 	 12.67 	 2.43
190 	 3.6 	 12.96 	 2.56
191 	 3.64 	 13.25 	 2.69
192 	 3.68 	 13.54 	 2.82
193 	 3.72 	 13.84 	 2.96
194 	 3.76 	 14.14 	 3.1
195 	 3.8 	 14.44 	 3.24
196 	 3.84 	 14.75 	 3.39
197 	 3.88 	 15.05 	 3.53
198 	 3.92 	 15.37 	 3.69
199 	 3.96 	 15.68 	 3.84
200 	 4.0 	 16.0 	 4.0
